case,repetition,arm,samples,median_ms,min_ms,max_ms,speedup,groups,sampled_query_peak_bytes_median,sampled_query_peak_bytes_max,sampled_batch_native_peak_delta_bytes_median,sampled_batch_native_peak_delta_bytes_max,sampled_native_peak_delta_bytes_median,sampled_native_peak_delta_bytes_max,retained_query_bytes_median,retained_query_bytes_max,retained_native_delta_bytes_median,retained_native_delta_bytes_max,build_ns_median,init_ns_median,probe_ns_median,merge_ns_median,build_rows_median,build_keys_median,build_bytes_median,scanned_rows_median,matched_pairs_median,null_extended_rows_median,surviving_rows_median,merge_cardinality_median,batch_median_ms,queries_per_second
near-memory-limit,0,candidate,10,413.4232755,398.547483,431.664283,6.241386740694042,120,83887232.0,83887232,84997760.0,84997760,,,67250352.0,67250352,,,103248769.5,117570.0,311858624.0,214086.0,1000000.0,1000000.0,67108992.0,10000000.0,10000000.0,0.0,10000000.0,120.0,418.6162705,2.3888225816105733
near-memory-limit,1,baseline,10,2532.822215,1903.443923,2646.459651,1.0,120,54662168.0,54662168,55775008.0,55775008,,,42084364.0,42084364,,,,,,,,,,,,,,,2534.4290795,0.3945661798503681
near-memory-limit,1,candidate,10,412.1814015,383.260577,423.530108,6.144921157972238,120,83887232.0,83887232,84997760.0,84997760,,,67250352.0,67250352,,,99771120.0,112440.0,311845724.5,179720.5,1000000.0,1000000.0,67108992.0,10000000.0,10000000.0,0.0,10000000.0,120.0,417.430902,2.3956060636833256
parquet-scalar-right,0,baseline,10,242.5158095,233.593379,259.740154,1.0,1,47687224.0,47687224,47821512.0,47833632,,,47495080.0,47495080,,,,,,,,,,,,,,,242.853586,4.11770736628118
parquet-scalar-right,0,candidate,10,9.6203095,6.960706,11.483825,25.208732577678504,1,3136238.0,3151568,3146198.0,3161768,,,787392.0,787392,,,1328238.5,87072.5,7916759.5,13836.0,10000.0,10000.0,786432.0,1000000.0,99347.0,900653.0,1000000.0,1.0,9.801259,102.02770888923556
parquet-scalar-right,1,baseline,10,244.760646,234.894701,254.556559,1.0,1,47687224.0,47687224,47825948.0,47833632,,,47495080.0,47495080,,,,,,,,,,,,,,,245.08077,4.080287490528122
parquet-scalar-right,1,candidate,10,7.92469,7.156703,9.612255,30.88583225337521,1,3136224.0,3151568,3145944.0,3161288,,,787392.0,787392,,,775210.0,78722.0,7076278.0,10530.0,10000.0,10000.0,786432.0,1000000.0,99347.0,900653.0,1000000.0,1.0,8.079469,123.77051016595274
parquet,0,baseline,10,321.873485,320.006586,332.627962,1.0,120,11504212.0,11504212,11524984.0,11524984,,,11504212.0,11504212,,,,,,,,,,,,,,,322.140184,3.1042386192962503
parquet,0,candidate,10,43.1666905,41.631617,47.115314,7.45652449311582,120,13254504.0,14103548,13272416.0,14121460,,,927920.0,927920,,,1272117.0,68658.5,40744404.0,129076.0,10000.0,10000.0,786560.0,10000000.0,999862.0,0.0,999862.0,120.0,43.432347,23.02431411316547
parquet,1,baseline,10,321.592405,317.473082,327.614543,1.0,120,11504212.0,11504212,11524984.0,11524984,,,11504212.0,11504212,,,,,,,,,,,,,,,321.8716865,3.106828099339517
parquet,1,candidate,10,42.1675535,40.835539,44.651049,7.626536953347317,120,13254504.0,14103548,13272416.0,14121460,,,927920.0,927920,,,859741.5,60448.0,40609807.5,115997.0,10000.0,10000.0,786560.0,10000000.0,999862.0,0.0,999862.0,120.0,42.4066155,23.581226377285404
post-null-accepting,0,baseline,10,629.3858955,624.369982,640.330578,1.0,180,413704.0,413704,430356.0,827156,,,413704.0,413704,,,,,,,,,,,,,,,629.64261,1.588202551920684
post-null-accepting,0,candidate,10,93.484835,92.588581,94.444038,6.732491911656045,180,1012080.0,1049728,1044848.0,1477096,,,938160.0,938160,,,1131374.5,81552.5,91332528.5,248139.0,10000.0,10000.0,786560.0,10000000.0,999862.0,9000138.0,9102075.0,180.0,93.72792,10.669179471815868
post-null-accepting,1,baseline,10,628.950101,623.953925,636.14181,1.0,180,413704.0,413704,430356.0,430356,,,413704.0,413704,,,,,,,,,,,,,,,629.178929,1.5893729969459929
post-null-accepting,1,candidate,10,93.7593685,91.49673,96.834725,6.708130729357461,180,1012080.0,1012080,1044848.0,1207328,,,938160.0,938160,,,749761.0,78146.5,92015895.5,202198.0,10000.0,10000.0,786560.0,10000000.0,999862.0,9000138.0,9102075.0,180.0,94.0056585,10.637657519307734
post-reject-all,0,baseline,10,218.6186285,217.542983,220.088199,1.0,0,398344.0,398344,414996.0,827156,,,398344.0,398344,,,,,,,,,,,,,,,218.8508215,4.569322578485272
post-reject-all,0,candidate,10,30.088752,29.553076,31.106649,7.2657924961460685,0,943472.0,1049728,976240.0,1476224,,,922800.0,922800,,,948952.5,80816.0,28794694.0,20112.5,10000.0,10000.0,786560.0,10000000.0,999862.0,9000138.0,0.0,0.0,30.2846485,33.020029933647734
post-reject-all,1,baseline,10,217.5038705,216.586806,220.435659,1.0,0,398344.0,398344,414996.0,414996,,,398344.0,398344,,,,,,,,,,,,,,,217.730514,4.592833506101951
post-reject-all,1,candidate,10,29.8119445,29.063391,30.753338,7.295863257091465,0,943472.0,1049728,976240.0,1476224,,,922800.0,922800,,,791804.5,63659.0,28800900.5,18419.5,10000.0,10000.0,786560.0,10000000.0,999862.0,9000138.0,0.0,0.0,29.9963195,33.33742327954601
post-selective,0,baseline,10,264.502096,262.992184,271.063166,1.0,120,403464.0,403464,420116.0,827156,,,403464.0,403464,,,,,,,,,,,,,,,264.7132105,3.777673196253271
post-selective,0,candidate,10,38.2579725,37.103455,44.599573,6.913646456303977,120,969072.0,1049728,1001840.0,1476224,,,927920.0,927920,,,1053188.0,81587.0,36012296.0,205524.0,10000.0,10000.0,786560.0,10000000.0,999862.0,9000138.0,101937.0,120.0,38.5056505,25.97021442346494
post-selective,1,baseline,10,263.3155835,262.076523,265.674737,1.0,120,403464.0,403464,420116.0,420116,,,403464.0,403464,,,,,,,,,,,,,,,263.5053185,3.7949898153573702
post-selective,1,candidate,10,37.3826975,35.882674,38.976666,7.043782313997004,120,969072.0,969072,1001840.0,1073704,,,927920.0,927920,,,867155.0,66394.5,35897492.0,155115.0,10000.0,10000.0,786560.0,10000000.0,999862.0,9000138.0,101937.0,120.0,37.6179465,26.583056573808463
primary-w1,0,baseline,10,2228.1409755,2224.564355,2231.13318,1.0,120,469004.0,469004,,,487704.0,1267992,,,487692.0,487692,,,,,,,,,,,,,,
primary-w1,0,candidate,10,732.0219335,728.917963,734.432949,3.0438172321512824,120,938176.0,1049728,,,954560.0,1851520,,,944288.0,944288,956096.5,90925.5,730775388.5,75862.0,10000.0,10000.0,786560.0,100000000.0,9998251.0,0.0,9998251.0,120.0,,
primary-w1,1,baseline,10,2231.851199,2227.598424,2236.759713,1.0,120,469004.0,469004,,,487704.0,487704,,,487692.0,487692,,,,,,,,,,,,,,
primary-w1,1,candidate,10,732.8175835,728.522652,736.540016,3.0455753918191837,120,938176.0,938176,,,954560.0,954560,,,944288.0,944288,796884.0,76373.0,731652677.0,76082.5,10000.0,10000.0,786560.0,100000000.0,9998251.0,0.0,9998251.0,120.0,,
primary-w2,0,baseline,10,2352.3206585,2351.087674,2355.87985,1.0,120,469004.0,469004,,,487704.0,1218596,,,487692.0,487692,,,,,,,,,,,,,,
primary-w2,0,candidate,10,496.497573,490.8509,501.255765,4.737829118250292,120,938208.0,1049728,,,954592.0,1451520,,,944288.0,944288,991793.5,82865.0,494953211.5,96024.5,10000.0,10000.0,786560.0,100000000.0,9998251.0,0.0,9998251.0,120.0,,
primary-w2,1,baseline,10,2353.2144355,2347.011573,2361.210197,1.0,120,469004.0,469004,,,487704.0,487704,,,487692.0,487692,,,,,,,,,,,,,,
primary-w2,1,candidate,10,495.844557,490.755872,500.93749,4.745871266062925,120,938208.0,938208,,,954592.0,1075360,,,944288.0,944288,807002.5,77184.5,494603868.5,93910.5,10000.0,10000.0,786560.0,100000000.0,9998251.0,0.0,9998251.0,120.0,,
primary-w4,0,baseline,10,2295.795231,2229.694604,2305.241757,1.0,120,469004.0,469004,,,487704.0,1119768,,,487692.0,487692,,,,,,,,,,,,,,
primary-w4,0,candidate,10,319.807557,314.504622,324.469262,7.178677241201027,120,968992.0,1049728,,,1001760.0,1251520,,,960672.0,960672,1250726.5,87619.0,318105551.0,201577.0,10000.0,10000.0,786560.0,100000000.0,9998251.0,0.0,9998251.0,120.0,,
primary-w4,1,baseline,10,2296.946313,2288.332448,2329.217999,1.0,120,469004.0,469004,,,487704.0,487704,,,487692.0,487692,,,,,,,,,,,,,,
primary-w4,1,candidate,10,321.5269595,316.759155,327.475009,7.143868484844736,120,968992.0,968992,,,1001760.0,1001760,,,960672.0,960672,898689.5,78857.5,320100975.0,170368.5,10000.0,10000.0,786560.0,100000000.0,9998251.0,0.0,9998251.0,120.0,,
right-swapped,0,baseline,10,22.561872,22.321783,22.809435,1.0,120,296972.0,296972,313624.0,313624,,,296972.0,296972,,,,,,,,,,,,,,,22.7511655,43.953792169460506
right-swapped,0,candidate,10,44.324084,42.246086,45.973892,0.5090206037873225,120,50855936.0,50855936,50860032.0,50860032,,,34220080.0,34220080,,,37971392.5,192279.0,5627621.0,214646.0,1000000.0,10000.0,34078720.0,10000.0,100044.0,0.0,100044.0,120.0,47.5641135,21.024253926229488
right-swapped,1,baseline,10,22.420177,22.103265,23.831604,1.0,120,296972.0,296972,313624.0,313624,,,296972.0,296972,,,,,,,,,,,,,,,22.568288,44.30996272291456
right-swapped,1,candidate,10,44.2226485,42.040221,46.05295,0.5069840400897744,120,50855936.0,50855936,50860032.0,50860032,,,34220080.0,34220080,,,38419349.5,169180.5,5835389.5,176414.5,1000000.0,10000.0,34078720.0,10000.0,100044.0,0.0,100044.0,120.0,47.582563,21.016102054023445
right,0,baseline,10,3820.615224,3807.112955,3857.366674,1.0,180,137515020.0,137517068,137939736.0,137939736,,,137515020.0,137515020,,,,,,,,,,,,,,,3828.003586,0.26123277513565
right,0,candidate,10,111.938636,109.196617,119.2853,34.13133624390421,180,1012080.0,1049728,1112600.0,1476224,,,938160.0,938160,,,1116316.0,71478.5,109654302.5,257701.5,10000.0,10000.0,786560.0,10000000.0,999862.0,9000138.0,10000000.0,180.0,112.210329,8.911835558382508
right,1,baseline,10,3784.292039,3755.269802,3834.972554,1.0,180,137515020.0,137515020,137939736.0,137939736,,,137515020.0,137515020,,,,,,,,,,,,,,,3792.150875,0.263702588046421
right,1,candidate,10,118.359941,114.720649,123.10077,31.972743539978616,180,1012080.0,1012080,1044848.0,1214080,,,938160.0,938160,,,752351.5,63213.0,117103748.0,200730.0,10000.0,10000.0,786560.0,10000000.0,999862.0,9000138.0,10000000.0,180.0,118.6168055,8.430508609507276
scalar-inner,0,baseline,10,216.607983,213.070426,219.444918,1.0,1,327692.0,327692,524432.0,756492,,,327692.0,327692,,,,,,,,,,,,,,,216.8470945,4.611544380180755
scalar-inner,0,candidate,10,29.808173,27.90148,31.65254,7.2667312753451885,1,787392.0,917504,820160.0,1344000,,,787392.0,787392,,,938008.0,84858.5,28467046.5,19341.0,10000.0,10000.0,786432.0,10000000.0,999862.0,0.0,999862.0,1.0,30.0362695,33.293082551413384
scalar-inner,1,baseline,10,215.4377155,213.467398,217.363901,1.0,1,327692.0,327692,344332.0,344332,,,327692.0,327692,,,,,,,,,,,,,,,215.6379895,4.6374017969593435
scalar-inner,1,candidate,10,29.7513815,27.646844,35.346032,7.241267619791034,1,787392.0,787392,820160.0,820160,,,787392.0,787392,,,649889.0,81998.5,28948842.5,16581.0,10000.0,10000.0,786432.0,10000000.0,999862.0,0.0,999862.0,1.0,29.9609035,33.37683057521947
scalar-left,0,baseline,10,363.9178875,361.397387,367.678023,1.0,1,262152.0,262152,625416.0,690952,,,262152.0,262152,,,,,,,,,,,,,,,364.170128,2.745969323436655
scalar-left,0,candidate,10,75.9939805,69.205104,89.521429,4.788772546267661,1,787392.0,917504,820160.0,1344000,,,787392.0,787392,,,844653.5,77244.0,74771196.0,19697.0,10000.0,10000.0,786432.0,10000000.0,999862.0,9000138.0,10000000.0,1.0,76.2529795,13.114241653993338
scalar-left,1,baseline,10,360.7089455,359.828674,367.073804,1.0,1,262152.0,262152,278792.0,278792,,,262152.0,262152,,,,,,,,,,,,,,,360.9431125,2.770519689581277
scalar-left,1,candidate,10,72.361848,63.361394,86.888439,4.984794549470323,1,787392.0,787392,820160.0,820160,,,787392.0,787392,,,624622.5,85570.0,71586624.5,16521.0,10000.0,10000.0,786432.0,10000000.0,999862.0,9000138.0,10000000.0,1.0,72.588752,13.776239051471777
scalar-right-1m,0,baseline,10,172.5678845,166.948877,183.968334,1.0,1,19922956.0,19922956,20357900.0,20357900,,,19922956.0,19922956,,,,,,,,,,,,,,,172.8318585,5.785970298988597
scalar-right-1m,0,candidate,10,7.827558,6.241722,8.942562,22.046196847088197,1,787392.0,787392,820160.0,1212928,,,787392.0,787392,,,929969.5,74218.5,6597026.5,12774.0,10000.0,10000.0,786432.0,1000000.0,99347.0,900653.0,1000000.0,1.0,8.004083,124.93623566872057
scalar-right-1m,1,baseline,10,168.233588,160.484528,178.720799,1.0,1,19922956.0,19922956,20357900.0,20357900,,,19922956.0,19922956,,,,,,,,,,,,,,,168.477354,5.935515820126187
scalar-right-1m,1,candidate,10,6.7287175,5.737749,8.548196,25.002325926151602,1,787392.0,787392,820160.0,820160,,,787392.0,787392,,,611373.0,71007.5,5962755.5,9828.5,10000.0,10000.0,786432.0,1000000.0,99347.0,900653.0,1000000.0,1.0,6.8943425,145.04646382160445
scalar-right,0,baseline,10,2698.408524,2667.074053,2709.139823,1.0,1,137363468.0,137363468,137798412.0,137798412,,,137363468.0,137363468,,,,,,,,,,,,,,,2706.5653265,0.36947196145941613
scalar-right,0,candidate,10,60.8018315,49.67604,67.14791,44.38038225871535,1,787392.0,917504,820160.0,1344000,,,787392.0,787392,,,953757.5,100793.5,59529007.5,18053.5,10000.0,10000.0,786432.0,10000000.0,999862.0,9000138.0,10000000.0,1.0,61.0364145,16.3836622480503
scalar-right,1,baseline,10,2680.7111055,2635.48464,2690.273595,1.0,1,137363468.0,137363468,137798412.0,137798412,,,137363468.0,137363468,,,,,,,,,,,,,,,2688.908309,0.3718981404657484
scalar-right,1,candidate,10,59.3733815,49.558691,69.15489,45.150049361766605,1,787392.0,787392,820160.0,820160,,,787392.0,787392,,,626315.0,90098.0,58507763.5,17332.5,10000.0,10000.0,786432.0,10000000.0,999862.0,9000138.0,10000000.0,1.0,59.594109,16.78018208142016
singleton-build,0,baseline,10,56.2638755,54.705338,57.539865,1.0,52,268812.0,268812,285460.0,285460,,,268812.0,268812,,,,,,,,,,,,,,,56.455423,17.71309020215826
singleton-build,0,candidate,10,8.7974145,7.510625,10.320596,6.395501257784319,52,158128.0,158128,190896.0,301296,,,137456.0,137456,,,403940.0,61124.0,8014462.0,104265.0,1.0,1.0,1216.0,10000000.0,92.0,0.0,92.0,52.0,8.9456715,111.78590673712979
singleton-build,1,baseline,10,55.1828955,54.54051,55.424713,1.0,52,268812.0,268812,285460.0,285460,,,268812.0,268812,,,,,,,,,,,,,,,55.408507,18.047770173630557
singleton-build,1,candidate,10,8.136144,7.52932,10.061011,6.782438400795266,52,158128.0,158128,190896.0,301296,,,137456.0,137456,,,304298.5,58744.5,7509854.0,74629.5,1.0,1.0,1216.0,10000000.0,92.0,0.0,92.0,52.0,8.292817,120.58628569761035
small-input,0,baseline,10,3.1941385,2.448746,4.225526,1.0,120,275468.0,275468,292120.0,292120,,,275468.0,275468,,,,,,,,,,,,,,,3.310246,302.0923520487601
small-input,0,candidate,10,1.3403945,1.239226,2.080107,2.382983890190537,120,149680.0,170352,157872.0,288944,,,149680.0,149680,,,376258.0,41487.5,530691.5,66579.5,100.0,100.0,8320.0,100000.0,9915.0,0.0,9915.0,120.0,1.444299,692.3774093868375
small-input,1,baseline,10,2.600685,2.351264,3.636586,1.0,120,275468.0,275468,292120.0,292120,,,275468.0,275468,,,,,,,,,,,,,,,2.6962935,370.87950551377287
small-input,1,candidate,10,1.2172845,1.003195,1.438819,2.136464400885742,120,149680.0,170352,157872.0,288944,,,149680.0,149680,,,330903.5,33768.0,490847.5,70461.5,100.0,100.0,8320.0,100000.0,9915.0,0.0,9915.0,120.0,1.3148065,760.5681900720753
small-interval,0,baseline,10,1.1373,0.858054,2.669629,1.0,2,463884.0,463884,634386.0,892696,,,463884.0,463884,,,,,,,,,,,,,,,1.2314965,812.0201722051179
small-interval,0,candidate,10,1.3249705,0.95773,2.792077,0.8583587332699105,2,922800.0,922800,924848.0,1214080,,,922800.0,922800,,,1011314.5,42524.5,153381.5,25372.5,10000.0,10000.0,786560.0,229.0,23.0,0.0,23.0,2.0,1.4551645,687.2075287708022
small-interval,1,baseline,10,0.548675,0.493041,0.598027,1.0,2,463884.0,463884,474380.0,474380,,,463884.0,463884,,,,,,,,,,,,,,,0.6190365,1615.4136306986745
small-interval,1,candidate,10,0.8576325,0.813941,0.91485,0.6397553730764634,2,922800.0,922800,924848.0,924848,,,922800.0,922800,,,645992.0,31634.0,94411.5,21510.0,10000.0,10000.0,786560.0,229.0,23.0,0.0,23.0,2.0,0.9389395,1065.0313465351069
zero-matches,0,baseline,10,59.0920735,58.868184,60.510917,1.0,0,268812.0,268812,285460.0,285460,,,268812.0,268812,,,,,,,,,,,,,,,59.2778715,16.869701537782106
zero-matches,0,candidate,10,7.6482075,7.046788,9.319468,7.726264422088444,0,158128.0,158128,190896.0,190896,,,137456.0,137456,,,421122.0,62923.0,7100848.5,18049.0,1.0,1.0,1216.0,10000000.0,0.0,0.0,0.0,0.0,7.8264355,127.77208730590063
zero-matches,1,baseline,10,58.4533735,58.380994,59.136557,1.0,0,268812.0,268812,285460.0,285460,,,268812.0,268812,,,,,,,,,,,,,,,58.6190235,17.05930840011349
zero-matches,1,candidate,10,7.360444,6.947592,7.766273,7.941555359975567,0,158128.0,158128,190896.0,190896,,,137456.0,137456,,,277218.0,62386.5,6940173.0,16535.5,1.0,1.0,1216.0,10000000.0,0.0,0.0,0.0,0.0,7.531073,132.7832036683219
