storage,mode,dimension,cardinality,phase,heap_bytes,heap_objects,largest_array_bytes,query_native_bytes
mixed,sharded,fanout,1024,closed2,1741120,31439,16400,0
mixed,sharded,fanout,8192,live1,1741216,31443,16400,1581084
mixed,sharded,fanout,8192,output1,1741216,31443,16400,1581084
mixed,sharded,fanout,8192,closed1,1741120,31439,16400,0
mixed,sharded,fanout,8192,live2,1741216,31443,16400,1581084
mixed,sharded,fanout,8192,output2,1741216,31443,16400,1581084
mixed,sharded,fanout,8192,closed2,1741120,31439,16400,0
mixed,sharded,fanout,65536,live1,1741216,31443,16400,3416092
mixed,sharded,fanout,65536,output1,1741216,31443,16400,3416092
mixed,sharded,fanout,65536,closed1,1741120,31439,16400,0
mixed,sharded,fanout,65536,live2,1741216,31443,16400,3416092
mixed,sharded,fanout,65536,output2,1741216,31443,16400,3416092
mixed,sharded,fanout,65536,closed2,1741120,31439,16400,0
mixed,sharded,fanout,262144,live1,1741216,31443,16400,9707548
mixed,sharded,fanout,262144,output1,1741216,31443,16400,9707548
mixed,sharded,fanout,262144,closed1,1741120,31439,16400,0
mixed,sharded,fanout,262144,live2,1741216,31443,16400,9707548
mixed,sharded,fanout,262144,output2,1741216,31443,16400,9707548
mixed,sharded,fanout,262144,closed2,1741120,31439,16400,0
mixed,scalar,rows,1024,live1,464320,12139,16400,14113
mixed,scalar,rows,1024,output1,464320,12139,16400,14113
mixed,scalar,rows,1024,closed1,463512,12118,16400,0
mixed,scalar,rows,1024,live2,464432,12139,16400,13364
mixed,scalar,rows,1024,output2,464432,12139,16400,13364
mixed,scalar,rows,1024,closed2,463624,12118,16400,0
mixed,scalar,rows,8192,live1,465224,12139,16400,33057
mixed,scalar,rows,8192,output1,465224,12139,16400,33057
mixed,scalar,rows,8192,closed1,464416,12118,16400,0
mixed,scalar,rows,8192,live2,465224,12139,16400,33057
mixed,scalar,rows,8192,output2,465224,12139,16400,33057
mixed,scalar,rows,8192,closed2,464416,12118,16400,0
mixed,scalar,rows,65536,live1,465440,12139,16400,212257
mixed,scalar,rows,65536,output1,465440,12139,16400,212257
mixed,scalar,rows,65536,closed1,464632,12118,16400,0
mixed,scalar,rows,65536,live2,465440,12139,16400,212257
mixed,scalar,rows,65536,output2,465440,12139,16400,212257
mixed,scalar,rows,65536,closed2,464632,12118,16400,0
mixed,scalar,rows,262144,live1,465472,12139,16400,826657
mixed,scalar,rows,262144,output1,465472,12139,16400,826657
mixed,scalar,rows,262144,closed1,464664,12118,16400,0
mixed,scalar,rows,262144,live2,465472,12139,16400,826657
mixed,scalar,rows,262144,output2,465472,12139,16400,826657
mixed,scalar,rows,262144,closed2,464664,12118,16400,0
mixed,scalar,keys,1024,live1,467000,12163,16400,57197
mixed,scalar,keys,1024,output1,467000,12163,16400,57197
mixed,scalar,keys,1024,closed1,466192,12142,16400,0
mixed,scalar,keys,1024,live2,467000,12163,16400,57197
mixed,scalar,keys,1024,output2,467000,12163,16400,57197
mixed,scalar,keys,1024,closed2,466192,12142,16400,0
mixed,scalar,keys,8192,live1,467008,12163,16400,421703
mixed,scalar,keys,8192,output1,467008,12163,16400,421703
mixed,scalar,keys,8192,closed1,466200,12142,16400,0
mixed,scalar,keys,8192,live2,467008,12163,16400,421703
mixed,scalar,keys,8192,output2,467008,12163,16400,421703
mixed,scalar,keys,8192,closed2,466200,12142,16400,0
mixed,scalar,keys,65536,live1,467024,12163,16400,3354913
mixed,scalar,keys,65536,output1,467024,12163,16400,3354913
mixed,scalar,keys,65536,closed1,466216,12142,16400,0
mixed,scalar,keys,65536,live2,467024,12163,16400,3354913
mixed,scalar,keys,65536,output2,467024,12163,16400,3354913
mixed,scalar,keys,65536,closed2,466216,12142,16400,0
mixed,scalar,keys,262144,live1,467024,12163,16400,13406497
mixed,scalar,keys,262144,output1,467024,12163,16400,13406497
mixed,scalar,keys,262144,closed1,466216,12142,16400,0
mixed,scalar,keys,262144,live2,467024,12163,16400,13406497
mixed,scalar,keys,262144,output2,467024,12163,16400,13406497
mixed,scalar,keys,262144,closed2,466216,12142,16400,0
mixed,scalar,symbols_groups,1024,live1,467024,12163,16400,64533
mixed,scalar,symbols_groups,1024,output1,467024,12163,16400,64533
mixed,scalar,symbols_groups,1024,closed1,466216,12142,16400,0
mixed,scalar,symbols_groups,1024,live2,467024,12163,16400,60607
mixed,scalar,symbols_groups,1024,output2,467024,12163,16400,60607
mixed,scalar,symbols_groups,1024,closed2,466216,12142,16400,0
mixed,scalar,symbols_groups,8192,live1,467024,12163,16400,473422
mixed,scalar,symbols_groups,8192,output1,467024,12163,16400,473422
mixed,scalar,symbols_groups,8192,closed1,466216,12142,16400,0
mixed,scalar,symbols_groups,8192,live2,467024,12163,16400,484053
mixed,scalar,symbols_groups,8192,output2,467024,12163,16400,484053
mixed,scalar,symbols_groups,8192,closed2,466216,12142,16400,0
mixed,scalar,symbols_groups,65536,live1,467040,12163,16400,4362531
mixed,scalar,symbols_groups,65536,output1,467040,12163,16400,4362531
mixed,scalar,symbols_groups,65536,closed1,466232,12142,16400,0
mixed,scalar,symbols_groups,65536,live2,467040,12163,16400,4394275
mixed,scalar,symbols_groups,65536,output2,467040,12163,16400,4394275
mixed,scalar,symbols_groups,65536,closed2,466232,12142,16400,0
mixed,scalar,symbols_groups,262144,live1,467072,12163,16400,17783587
mixed,scalar,symbols_groups,262144,output1,467072,12163,16400,17783587
mixed,scalar,symbols_groups,262144,closed1,466264,12142,16400,0
mixed,scalar,symbols_groups,262144,live2,467072,12163,16400,17550115
mixed,scalar,symbols_groups,262144,output2,467072,12163,16400,17550115
mixed,scalar,symbols_groups,262144,closed2,466264,12142,16400,0
mixed,scalar,fanout,1024,live1,466912,12153,16400,24854
mixed,scalar,fanout,1024,output1,466912,12153,16400,24854
mixed,scalar,fanout,1024,closed1,466816,12149,16400,0
mixed,scalar,fanout,1024,live2,466912,12153,16400,24854
mixed,scalar,fanout,1024,output2,466912,12153,16400,24854
mixed,scalar,fanout,1024,closed2,466816,12149,16400,0
mixed,scalar,fanout,8192,live1,466912,12153,16400,139542
mixed,scalar,fanout,8192,output1,466912,12153,16400,139542
mixed,scalar,fanout,8192,closed1,466816,12149,16400,0
mixed,scalar,fanout,8192,live2,466912,12153,16400,139542
mixed,scalar,fanout,8192,output2,466912,12153,16400,139542
mixed,scalar,fanout,8192,closed2,466816,12149,16400,0
mixed,scalar,fanout,65536,live1,466912,12153,16400,1057046
mixed,scalar,fanout,65536,output1,466912,12153,16400,1057046
mixed,scalar,fanout,65536,closed1,466816,12149,16400,0
mixed,scalar,fanout,65536,live2,466912,12153,16400,1057046
mixed,scalar,fanout,65536,output2,466912,12153,16400,1057046
mixed,scalar,fanout,65536,closed2,466816,12149,16400,0
mixed,scalar,fanout,262144,live1,466912,12153,16400,4202774
mixed,scalar,fanout,262144,output1,466912,12153,16400,4202774
mixed,scalar,fanout,262144,closed1,466816,12149,16400,0
mixed,scalar,fanout,262144,live2,466912,12153,16400,4202774
mixed,scalar,fanout,262144,output2,466912,12153,16400,4202774
mixed,scalar,fanout,262144,closed2,466816,12149,16400,0
parquet,owner,rows,1024,live1,533936,12999,16400,22116
parquet,owner,rows,1024,output1,533936,12999,16400,22116
parquet,owner,rows,1024,closed1,533840,12995,16400,0
parquet,owner,rows,1024,live2,534064,12999,16400,22116
parquet,owner,rows,1024,output2,534064,12999,16400,22116
parquet,owner,rows,1024,closed2,533968,12995,16400,0
parquet,owner,rows,8192,live1,534872,12999,16400,55396
parquet,owner,rows,8192,output1,534872,12999,16400,55396
parquet,owner,rows,8192,closed1,534776,12995,16400,0
parquet,owner,rows,8192,live2,534872,12999,16400,55396
parquet,owner,rows,8192,output2,534872,12999,16400,55396
parquet,owner,rows,8192,closed2,534776,12995,16400,0
parquet,owner,rows,65536,live1,535104,12999,16400,349284
parquet,owner,rows,65536,output1,535104,12999,16400,349284
parquet,owner,rows,65536,closed1,535008,12995,16400,0
parquet,owner,rows,65536,live2,535104,12999,16400,349284
parquet,owner,rows,65536,output2,535104,12999,16400,349284
parquet,owner,rows,65536,closed2,535008,12995,16400,0
parquet,owner,rows,262144,live1,535152,12999,16400,1356900
parquet,owner,rows,262144,output1,535152,12999,16400,1356900
parquet,owner,rows,262144,closed1,535056,12995,16400,0
parquet,owner,rows,262144,live2,535152,12999,16400,1356900
parquet,owner,rows,262144,output2,535152,12999,16400,1356900
parquet,owner,rows,262144,closed2,535056,12995,16400,0
parquet,owner,keys,1024,live1,536192,13015,16400,81288
parquet,owner,keys,1024,output1,536192,13015,16400,81288
parquet,owner,keys,1024,closed1,536096,13011,16400,0
parquet,owner,keys,1024,live2,536192,13015,16400,81288
parquet,owner,keys,1024,output2,536192,13015,16400,81288
parquet,owner,keys,1024,closed2,536096,13011,16400,0
parquet,owner,keys,8192,live1,536216,13015,16400,575588
parquet,owner,keys,8192,output1,536216,13015,16400,575588
parquet,owner,keys,8192,closed1,536120,13011,16400,0
parquet,owner,keys,8192,live2,536216,13015,16400,575588
parquet,owner,keys,8192,output2,536216,13015,16400,575588
parquet,owner,keys,8192,closed2,536120,13011,16400,0
parquet,owner,keys,65536,live1,536248,13015,16400,4539492
parquet,owner,keys,65536,output1,536248,13015,16400,4539492
parquet,owner,keys,65536,closed1,536152,13011,16400,0
parquet,owner,keys,65536,live2,536248,13015,16400,4539492
parquet,owner,keys,65536,output2,536248,13015,16400,4539492
parquet,owner,keys,65536,closed2,536152,13011,16400,0
parquet,owner,keys,262144,live1,536248,13015,16400,18130020
parquet,owner,keys,262144,output1,536248,13015,16400,18130020
parquet,owner,keys,262144,closed1,536152,13011,16400,0
parquet,owner,keys,262144,live2,536248,13015,16400,18130020
parquet,owner,keys,262144,output2,536248,13015,16400,18130020
parquet,owner,keys,262144,closed2,536152,13011,16400,0
parquet,owner,symbols_groups,1024,live1,536248,13015,16400,201816
parquet,owner,symbols_groups,1024,output1,536248,13015,16400,201816
parquet,owner,symbols_groups,1024,closed1,536152,13011,16400,0
parquet,owner,symbols_groups,1024,live2,536248,13015,16400,186542
parquet,owner,symbols_groups,1024,output2,536248,13015,16400,186542
parquet,owner,symbols_groups,1024,closed2,536152,13011,16400,0
parquet,owner,symbols_groups,8192,live1,536248,13015,16400,1662822
parquet,owner,symbols_groups,8192,output1,536248,13015,16400,1662822
parquet,owner,symbols_groups,8192,closed1,536152,13011,16400,0
parquet,owner,symbols_groups,8192,live2,536248,13015,16400,1661798
parquet,owner,symbols_groups,8192,output2,536248,13015,16400,1661798
parquet,owner,symbols_groups,8192,closed2,536152,13011,16400,0
parquet,owner,symbols_groups,65536,live1,536248,13015,16400,13195750
parquet,owner,symbols_groups,65536,output1,536248,13015,16400,13195750
parquet,owner,symbols_groups,65536,closed1,536152,13011,16400,0
parquet,owner,symbols_groups,65536,live2,536248,13015,16400,13196262
parquet,owner,symbols_groups,65536,output2,536248,13015,16400,13196262
parquet,owner,symbols_groups,65536,closed2,536152,13011,16400,0
parquet,owner,symbols_groups,262144,live1,536248,13015,16400,52739174
parquet,owner,symbols_groups,262144,output1,536248,13015,16400,52739174
parquet,owner,symbols_groups,262144,closed1,536152,13011,16400,0
parquet,owner,symbols_groups,262144,live2,536248,13015,16400,52739174
parquet,owner,symbols_groups,262144,output2,536248,13015,16400,52739174
parquet,owner,symbols_groups,262144,closed2,536152,13011,16400,0
parquet,owner,fanout,1024,live1,536248,13015,16400,46140
parquet,owner,fanout,1024,output1,536248,13015,16400,46140
parquet,owner,fanout,1024,closed1,536152,13011,16400,0
parquet,owner,fanout,1024,live2,536248,13015,16400,46140
parquet,owner,fanout,1024,output2,536248,13015,16400,46140
parquet,owner,fanout,1024,closed2,536152,13011,16400,0
parquet,owner,fanout,8192,live1,536248,13015,16400,275516
parquet,owner,fanout,8192,output1,536248,13015,16400,275516
parquet,owner,fanout,8192,closed1,536152,13011,16400,0
parquet,owner,fanout,8192,live2,536248,13015,16400,275516
parquet,owner,fanout,8192,output2,536248,13015,16400,275516
parquet,owner,fanout,8192,closed2,536152,13011,16400,0
parquet,owner,fanout,65536,live1,536248,13015,16400,2110524
parquet,owner,fanout,65536,output1,536248,13015,16400,2110524
parquet,owner,fanout,65536,closed1,536152,13011,16400,0
parquet,owner,fanout,65536,live2,536248,13015,16400,2110524
parquet,owner,fanout,65536,output2,536248,13015,16400,2110524
parquet,owner,fanout,65536,closed2,536152,13011,16400,0
parquet,owner,fanout,262144,live1,536248,13015,16400,8401980
parquet,owner,fanout,262144,output1,536248,13015,16400,8401980
parquet,owner,fanout,262144,closed1,536152,13011,16400,0
parquet,owner,fanout,262144,live2,536248,13015,16400,8401980
parquet,owner,fanout,262144,output2,536248,13015,16400,8401980
parquet,owner,fanout,262144,closed2,536152,13011,16400,0
parquet,sharded,rows,1024,live1,1739120,31431,16400,1327684
parquet,sharded,rows,1024,output1,1739120,31431,16400,1327684
parquet,sharded,rows,1024,closed1,1739024,31427,16400,0
parquet,sharded,rows,1024,live2,1739248,31431,16400,1327684
parquet,sharded,rows,1024,output2,1739248,31431,16400,1327684
parquet,sharded,rows,1024,closed2,1739152,31427,16400,0
parquet,sharded,rows,8192,live1,1740056,31431,16400,1360964
parquet,sharded,rows,8192,output1,1740056,31431,16400,1360964
parquet,sharded,rows,8192,closed1,1739960,31427,16400,0
parquet,sharded,rows,8192,live2,1740056,31431,16400,1360964
parquet,sharded,rows,8192,output2,1740056,31431,16400,1360964
parquet,sharded,rows,8192,closed2,1739960,31427,16400,0
parquet,sharded,rows,65536,live1,1740288,31431,16400,1654852
parquet,sharded,rows,65536,output1,1740288,31431,16400,1654852
parquet,sharded,rows,65536,closed1,1740192,31427,16400,0
parquet,sharded,rows,65536,live2,1740288,31431,16400,1654852
parquet,sharded,rows,65536,output2,1740288,31431,16400,1654852
parquet,sharded,rows,65536,closed2,1740192,31427,16400,0
parquet,sharded,rows,262144,live1,1740336,31431,16400,2662468
parquet,sharded,rows,262144,output1,1740336,31431,16400,2662468
parquet,sharded,rows,262144,closed1,1740240,31427,16400,0
parquet,sharded,rows,262144,live2,1740336,31431,16400,2662468
parquet,sharded,rows,262144,output2,1740336,31431,16400,2662468
parquet,sharded,rows,262144,closed2,1740240,31427,16400,0
parquet,sharded,keys,1024,live1,1741376,31447,16400,1386856
parquet,sharded,keys,1024,output1,1741376,31447,16400,1386856
parquet,sharded,keys,1024,closed1,1741280,31443,16400,0
parquet,sharded,keys,1024,live2,1741376,31447,16400,1386856
parquet,sharded,keys,1024,output2,1741376,31447,16400,1386856
parquet,sharded,keys,1024,closed2,1741280,31443,16400,0
parquet,sharded,keys,8192,live1,1741400,31447,16400,1881156
parquet,sharded,keys,8192,output1,1741400,31447,16400,1881156
parquet,sharded,keys,8192,closed1,1741304,31443,16400,0
parquet,sharded,keys,8192,live2,1741400,31447,16400,1879644
parquet,sharded,keys,8192,output2,1741400,31447,16400,1879644
parquet,sharded,keys,8192,closed2,1741304,31443,16400,0
parquet,sharded,keys,65536,live1,1741432,31447,16400,5845060
parquet,sharded,keys,65536,output1,1741432,31447,16400,5845060
parquet,sharded,keys,65536,closed1,1741336,31443,16400,0
parquet,sharded,keys,65536,live2,1741432,31447,16400,5845060
parquet,sharded,keys,65536,output2,1741432,31447,16400,5845060
parquet,sharded,keys,65536,closed2,1741336,31443,16400,0
parquet,sharded,keys,262144,live1,1741432,31447,16400,19435588
parquet,sharded,keys,262144,output1,1741432,31447,16400,19435588
parquet,sharded,keys,262144,closed1,1741336,31443,16400,0
parquet,sharded,keys,262144,live2,1741432,31447,16400,19435588
parquet,sharded,keys,262144,output2,1741432,31447,16400,19435588
parquet,sharded,keys,262144,closed2,1741336,31443,16400,0
parquet,sharded,symbols_groups,1024,live1,1741432,31447,16400,1431118
parquet,sharded,symbols_groups,1024,output1,1741432,31447,16400,1431118
parquet,sharded,symbols_groups,1024,closed1,1741336,31443,16400,0
parquet,sharded,symbols_groups,1024,live2,1741432,31447,16400,1415310
parquet,sharded,symbols_groups,1024,output2,1741432,31447,16400,1415310
parquet,sharded,symbols_groups,1024,closed2,1741336,31443,16400,0
parquet,sharded,symbols_groups,8192,live1,1741432,31447,16400,2317638
parquet,sharded,symbols_groups,8192,output1,1741432,31447,16400,2317638
parquet,sharded,symbols_groups,8192,closed1,1741336,31443,16400,0
parquet,sharded,symbols_groups,8192,live2,1741432,31447,16400,2339654
parquet,sharded,symbols_groups,8192,output2,1741432,31447,16400,2339654
parquet,sharded,symbols_groups,8192,closed2,1741336,31443,16400,0
parquet,sharded,symbols_groups,65536,live1,1741432,31447,16400,13195718
parquet,sharded,symbols_groups,65536,output1,1741432,31447,16400,13195718
parquet,sharded,symbols_groups,65536,closed1,1741336,31443,16400,0
parquet,sharded,symbols_groups,65536,live2,1741432,31447,16400,13195718
parquet,sharded,symbols_groups,65536,output2,1741432,31447,16400,13195718
parquet,sharded,symbols_groups,65536,closed2,1741336,31443,16400,0
parquet,sharded,symbols_groups,262144,live1,1741432,31447,16400,52739142
parquet,sharded,symbols_groups,262144,output1,1741432,31447,16400,52739142
parquet,sharded,symbols_groups,262144,closed1,1741336,31443,16400,0
parquet,sharded,symbols_groups,262144,live2,1741432,31447,16400,52739142
parquet,sharded,symbols_groups,262144,output2,1741432,31447,16400,52739142
parquet,sharded,symbols_groups,262144,closed2,1741336,31443,16400,0
parquet,sharded,fanout,1024,live1,1741432,31447,16400,1351708
parquet,sharded,fanout,1024,output1,1741432,31447,16400,1351708
parquet,sharded,fanout,1024,closed1,1741336,31443,16400,0
parquet,sharded,fanout,1024,live2,1741432,31447,16400,1351708
parquet,sharded,fanout,1024,output2,1741432,31447,16400,1351708
parquet,sharded,fanout,1024,closed2,1741336,31443,16400,0
parquet,sharded,fanout,8192,live1,1741432,31447,16400,1581084
parquet,sharded,fanout,8192,output1,1741432,31447,16400,1581084
parquet,sharded,fanout,8192,closed1,1741336,31443,16400,0
parquet,sharded,fanout,8192,live2,1741432,31447,16400,1581084
parquet,sharded,fanout,8192,output2,1741432,31447,16400,1581084
parquet,sharded,fanout,8192,closed2,1741336,31443,16400,0
parquet,sharded,fanout,65536,live1,1741432,31447,16400,3416092
parquet,sharded,fanout,65536,output1,1741432,31447,16400,3416092
parquet,sharded,fanout,65536,closed1,1741336,31443,16400,0
parquet,sharded,fanout,65536,live2,1741432,31447,16400,3416092
parquet,sharded,fanout,65536,output2,1741432,31447,16400,3416092
parquet,sharded,fanout,65536,closed2,1741336,31443,16400,0
parquet,sharded,fanout,262144,live1,1741432,31447,16400,9707548
parquet,sharded,fanout,262144,output1,1741432,31447,16400,9707548
parquet,sharded,fanout,262144,closed1,1741336,31443,16400,0
parquet,sharded,fanout,262144,live2,1741432,31447,16400,9707548
parquet,sharded,fanout,262144,output2,1741432,31447,16400,9707548
parquet,sharded,fanout,262144,closed2,1741336,31443,16400,0
parquet,scalar,rows,1024,live1,464880,12141,16400,14113
parquet,scalar,rows,1024,output1,464880,12141,16400,14113
parquet,scalar,rows,1024,closed1,464784,12137,16400,0
parquet,scalar,rows,1024,live2,464992,12141,16400,14113
parquet,scalar,rows,1024,output2,464992,12141,16400,14113
parquet,scalar,rows,1024,closed2,464896,12137,16400,0
parquet,scalar,rows,8192,live1,465784,12141,16400,33057
parquet,scalar,rows,8192,output1,465784,12141,16400,33057
parquet,scalar,rows,8192,closed1,465688,12137,16400,0
parquet,scalar,rows,8192,live2,465784,12141,16400,33057
parquet,scalar,rows,8192,output2,465784,12141,16400,33057
parquet,scalar,rows,8192,closed2,465688,12137,16400,0
parquet,scalar,rows,65536,live1,466000,12141,16400,212257
parquet,scalar,rows,65536,output1,466000,12141,16400,212257
parquet,scalar,rows,65536,closed1,465904,12137,16400,0
parquet,scalar,rows,65536,live2,466000,12141,16400,212257
parquet,scalar,rows,65536,output2,466000,12141,16400,212257
parquet,scalar,rows,65536,closed2,465904,12137,16400,0
parquet,scalar,rows,262144,live1,466032,12141,16400,826657
parquet,scalar,rows,262144,output1,466032,12141,16400,826657
parquet,scalar,rows,262144,closed1,465936,12137,16400,0
parquet,scalar,rows,262144,live2,466032,12141,16400,826657
parquet,scalar,rows,262144,output2,466032,12141,16400,826657
parquet,scalar,rows,262144,closed2,465936,12137,16400,0
parquet,scalar,keys,1024,live1,467056,12157,16400,57197
parquet,scalar,keys,1024,output1,467056,12157,16400,57197
parquet,scalar,keys,1024,closed1,466960,12153,16400,0
parquet,scalar,keys,1024,live2,467056,12157,16400,57197
parquet,scalar,keys,1024,output2,467056,12157,16400,57197
parquet,scalar,keys,1024,closed2,466960,12153,16400,0
parquet,scalar,keys,8192,live1,467064,12157,16400,422452
parquet,scalar,keys,8192,output1,467064,12157,16400,422452
parquet,scalar,keys,8192,closed1,466968,12153,16400,0
parquet,scalar,keys,8192,live2,467064,12157,16400,420954
parquet,scalar,keys,8192,output2,467064,12157,16400,420954
parquet,scalar,keys,8192,closed2,466968,12153,16400,0
parquet,scalar,keys,65536,live1,467080,12157,16400,3354913
parquet,scalar,keys,65536,output1,467080,12157,16400,3354913
parquet,scalar,keys,65536,closed1,466984,12153,16400,0
parquet,scalar,keys,65536,live2,467080,12157,16400,3354913
parquet,scalar,keys,65536,output2,467080,12157,16400,3354913
parquet,scalar,keys,65536,closed2,466984,12153,16400,0
parquet,scalar,keys,262144,live1,467080,12157,16400,13406497
parquet,scalar,keys,262144,output1,467080,12157,16400,13406497
parquet,scalar,keys,262144,closed1,466984,12153,16400,0
parquet,scalar,keys,262144,live2,467080,12157,16400,13406497
parquet,scalar,keys,262144,output2,467080,12157,16400,13406497
parquet,scalar,keys,262144,closed2,466984,12153,16400,0
parquet,scalar,symbols_groups,1024,live1,467080,12157,16400,75285
parquet,scalar,symbols_groups,1024,output1,467080,12157,16400,75285
parquet,scalar,symbols_groups,1024,closed1,466984,12153,16400,0
parquet,scalar,symbols_groups,1024,live2,467080,12157,16400,62215
parquet,scalar,symbols_groups,1024,output2,467080,12157,16400,62215
parquet,scalar,symbols_groups,1024,closed2,466984,12153,16400,0
parquet,scalar,symbols_groups,8192,live1,467080,12157,16400,652707
parquet,scalar,symbols_groups,8192,output1,467080,12157,16400,652707
parquet,scalar,symbols_groups,8192,closed1,466984,12153,16400,0
parquet,scalar,symbols_groups,8192,live2,467080,12157,16400,524693
parquet,scalar,symbols_groups,8192,output2,467080,12157,16400,524693
parquet,scalar,symbols_groups,8192,closed2,466984,12153,16400,0
parquet,scalar,symbols_groups,65536,live1,467096,12157,16400,4884003
parquet,scalar,symbols_groups,65536,output1,467096,12157,16400,4884003
parquet,scalar,symbols_groups,65536,closed1,467000,12153,16400,0
parquet,scalar,symbols_groups,65536,live2,467096,12157,16400,4676643
parquet,scalar,symbols_groups,65536,output2,467096,12157,16400,4676643
parquet,scalar,symbols_groups,65536,closed2,467000,12153,16400,0
parquet,scalar,symbols_groups,262144,live1,467128,12157,16400,18662051
parquet,scalar,symbols_groups,262144,output1,467128,12157,16400,18662051
parquet,scalar,symbols_groups,262144,closed1,467032,12153,16400,0
parquet,scalar,symbols_groups,262144,live2,467128,12157,16400,18661027
parquet,scalar,symbols_groups,262144,output2,467128,12157,16400,18661027
parquet,scalar,symbols_groups,262144,closed2,467032,12153,16400,0
parquet,scalar,fanout,1024,live1,467128,12157,16400,24854
parquet,scalar,fanout,1024,output1,467128,12157,16400,24854
parquet,scalar,fanout,1024,closed1,467032,12153,16400,0
parquet,scalar,fanout,1024,live2,467128,12157,16400,24854
parquet,scalar,fanout,1024,output2,467128,12157,16400,24854
parquet,scalar,fanout,1024,closed2,467032,12153,16400,0
parquet,scalar,fanout,8192,live1,467128,12157,16400,139542
parquet,scalar,fanout,8192,output1,467128,12157,16400,139542
parquet,scalar,fanout,8192,closed1,467032,12153,16400,0
parquet,scalar,fanout,8192,live2,467128,12157,16400,139542
parquet,scalar,fanout,8192,output2,467128,12157,16400,139542
parquet,scalar,fanout,8192,closed2,467032,12153,16400,0
parquet,scalar,fanout,65536,live1,467128,12157,16400,1057046
parquet,scalar,fanout,65536,output1,467128,12157,16400,1057046
parquet,scalar,fanout,65536,closed1,467032,12153,16400,0
parquet,scalar,fanout,65536,live2,467128,12157,16400,1057046
parquet,scalar,fanout,65536,output2,467128,12157,16400,1057046
parquet,scalar,fanout,65536,closed2,467032,12153,16400,0
parquet,scalar,fanout,262144,live1,467128,12157,16400,4202774
parquet,scalar,fanout,262144,output1,467128,12157,16400,4202774
parquet,scalar,fanout,262144,closed1,467032,12153,16400,0
parquet,scalar,fanout,262144,live2,467128,12157,16400,4202774
parquet,scalar,fanout,262144,output2,467128,12157,16400,4202774
parquet,scalar,fanout,262144,closed2,467032,12153,16400,0
